Round,Client ID,Accuracy
0,0,0.015384615384615385
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.009523809523809525
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.007518796992481203
0,13,0.0
0,14,0.0
0,15,0.0213903743315508
0,16,0.0945945945945946
0,17,0.0
0,18,0.03164556962025317
0,19,0.019736842105263157
0,20,0.007042253521126761
0,21,0.0
0,22,0.0
0,23,0.006329113924050633
0,24,0.0
0,25,0.005555555555555556
0,26,0.0
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,32,0.0
0,33,0.0
0,34,0.0
0,35,0.0
0,36,0.015306122448979591
0,37,0.0
0,38,0.0
0,39,0.0
0,40,0.0
0,41,0.028169014084507043
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.0
0,47,0.0
0,48,0.0
0,49,0.0189873417721519
1,0,0.0
1,1,0.10404624277456648
1,2,0.012345679012345678
1,3,0.0
1,4,0.0
1,5,0.028735632183908046
1,6,0.19393939393939394
1,7,0.01639344262295082
1,8,0.0
1,9,0.015151515151515152
1,10,0.0
1,11,0.07975460122699386
1,12,0.08270676691729323
1,13,0.0
1,14,0.21341463414634146
1,15,0.058823529411764705
1,16,0.0
1,17,0.03571428571428571
1,18,0.006329113924050633
1,19,0.0
1,20,0.1267605633802817
1,21,0.07386363636363637
1,22,0.018867924528301886
1,23,0.0759493670886076
1,24,0.015384615384615385
1,25,0.0
1,26,0.005780346820809248
1,27,0.04929577464788732
1,28,0.050314465408805034
1,29,0.0189873417721519
1,30,0.06832298136645963
1,31,0.00909090909090909
1,32,0.0
1,33,0.0
1,34,0.04430379746835443
1,35,0.2608695652173913
1,36,0.015306122448979591
1,37,0.012658227848101266
1,38,0.0
1,39,0.13924050632911392
1,40,0.13157894736842105
1,41,0.0
1,42,0.031496062992125984
1,43,0.029585798816568046
1,44,0.012658227848101266
1,45,0.037037037037037035
1,46,0.048484848484848485
1,47,0.09770114942528736
1,48,0.0
1,49,0.10759493670886076
2,0,0.0
2,1,0.04046242774566474
2,2,0.037037037037037035
2,3,0.0
2,4,0.0
2,5,0.04597701149425287
2,6,0.09090909090909091
2,7,0.1092896174863388
2,8,0.02857142857142857
2,9,0.19696969696969696
2,10,0.22151898734177214
2,11,0.012269938650306749
2,12,0.0
2,13,0.006289308176100629
2,14,0.10975609756097561
2,15,0.016042780748663103
2,16,0.0
2,17,0.0
2,18,0.06329113924050633
2,19,0.019736842105263157
2,20,0.11267605633802817
2,21,0.03409090909090909
2,22,0.03773584905660377
2,23,0.0
2,24,0.03076923076923077
2,25,0.016666666666666666
2,26,0.0
2,27,0.007042253521126761
2,28,0.012578616352201259
2,29,0.08227848101265822
2,30,0.18012422360248448
2,31,0.08636363636363636
2,32,0.0
2,33,0.1511627906976744
2,34,0.0189873417721519
2,35,0.0
2,36,0.11224489795918367
2,37,0.006329113924050633
2,38,0.012578616352201259
2,39,0.06962025316455696
2,40,0.06578947368421052
2,41,0.014084507042253521
2,42,0.13385826771653545
2,43,0.029585798816568046
2,44,0.15822784810126583
2,45,0.012345679012345678
