Round,Client ID,Accuracy
0,0,0.2
0,1,0.0
0,2,0.14814814814814814
0,3,0.02040816326530612
0,4,0.062111801242236024
0,5,0.14367816091954022
0,6,0.006060606060606061
0,7,0.0
0,8,0.09523809523809523
0,9,0.0
0,10,0.03164556962025317
0,11,0.012269938650306749
0,12,0.0
0,13,0.1509433962264151
0,14,0.13414634146341464
0,15,0.016042780748663103
0,16,0.0
0,17,0.12857142857142856
0,18,0.0
0,19,0.03289473684210526
0,20,0.028169014084507043
0,21,0.005681818181818182
0,22,0.006289308176100629
0,23,0.0
0,24,0.007692307692307693
0,25,0.022222222222222223
0,26,0.005780346820809248
0,27,0.02112676056338028
0,28,0.22641509433962265
0,29,0.0
0,30,0.006211180124223602
0,31,0.2772727272727273
0,32,0.012345679012345678
0,33,0.01744186046511628
0,34,0.2088607594936709
0,35,0.0
0,36,0.01020408163265306
0,37,0.0379746835443038
0,38,0.1069182389937107
0,39,0.0
0,40,0.0
0,41,0.014084507042253521
0,42,0.015748031496062992
0,43,0.01775147928994083
0,44,0.21518987341772153
0,45,0.08024691358024691
0,46,0.0
0,47,0.0
0,48,0.0
0,49,0.13291139240506328
1,0,0.2
1,1,0.0
1,2,0.14814814814814814
1,3,0.02040816326530612
1,4,0.062111801242236024
1,5,0.14367816091954022
1,6,0.006060606060606061
1,7,0.0
1,8,0.09523809523809523
1,9,0.0
1,10,0.03164556962025317
1,11,0.012269938650306749
1,12,0.0
1,13,0.012578616352201259
1,14,0.13414634146341464
1,15,0.016042780748663103
1,16,0.0
1,17,0.15714285714285714
1,18,0.0
1,19,0.03289473684210526
1,20,0.028169014084507043
1,21,0.005681818181818182
1,22,0.006289308176100629
1,23,0.0
1,24,0.007692307692307693
1,25,0.022222222222222223
1,26,0.005780346820809248
1,27,0.02112676056338028
1,28,0.22641509433962265
1,29,0.0
1,30,0.08074534161490683
1,31,0.2772727272727273
1,32,0.012345679012345678
1,33,0.01744186046511628
1,34,0.2088607594936709
1,35,0.0
1,36,0.01020408163265306
1,37,0.0379746835443038
1,38,0.1069182389937107
1,39,0.13924050632911392
1,40,0.0
1,41,0.014084507042253521
1,42,0.015748031496062992
1,43,0.01775147928994083
1,44,0.21518987341772153
1,45,0.043209876543209874
1,46,0.0
1,47,0.0
1,48,0.0
1,49,0.13291139240506328
2,0,0.2
2,1,0.0
2,2,0.06790123456790123
2,3,0.02040816326530612
2,4,0.062111801242236024
2,5,0.14367816091954022
2,6,0.006060606060606061
2,7,0.0
2,8,0.09523809523809523
2,9,0.0
2,10,0.03164556962025317
2,11,0.012269938650306749
2,12,0.0
2,13,0.025157232704402517
2,14,0.13414634146341464
2,15,0.016042780748663103
2,16,0.0
2,17,0.06428571428571428
2,18,0.0
2,19,0.03289473684210526
2,20,0.028169014084507043
2,21,0.005681818181818182
2,22,0.006289308176100629
2,23,0.0
2,24,0.007692307692307693
2,25,0.022222222222222223
2,26,0.005780346820809248
2,27,0.02112676056338028
2,28,0.22641509433962265
2,29,0.0759493670886076
2,30,0.08695652173913043
2,31,0.2772727272727273
2,32,0.012345679012345678
2,33,0.01744186046511628
2,34,0.2088607594936709
2,35,0.0
2,36,0.01020408163265306
2,37,0.0379746835443038
2,38,0.08176100628930817
2,39,0.0949367088607595
2,40,0.0
2,41,0.014084507042253521
2,42,0.015748031496062992
2,43,0.01775147928994083
2,44,0.21518987341772153
2,45,0.030864197530864196
2,46,0.06060606060606061
2,47,0.0
2,48,0.0
2,49,0.13291139240506328
3,0,0.2
3,1,0.10404624277456648
3,2,0.05555555555555555
3,3,0.02040816326530612
3,4,0.062111801242236024
3,5,0.028735632183908046
3,6,0.006060606060606061
3,7,0.0
3,8,0.09523809523809523
3,9,0.0
3,10,0.03164556962025317
3,11,0.012269938650306749
3,12,0.0
3,13,0.07547169811320754
3,14,0.13414634146341464
3,15,0.016042780748663103
3,16,0.0
3,17,0.007142857142857143
3,18,0.0
3,19,0.03289473684210526
3,20,0.028169014084507043
3,21,0.005681818181818182
3,22,0.006289308176100629
3,23,0.0
3,24,0.007692307692307693
3,25,0.022222222222222223
3,26,0.005780346820809248
3,27,0.02112676056338028
3,28,0.22641509433962265
3,29,0.0189873417721519
3,30,0.08695652173913043
3,31,0.2772727272727273
3,32,0.012345679012345678
3,33,0.01744186046511628
3,34,0.2088607594936709
3,35,0.0
3,36,0.01020408163265306
3,37,0.0379746835443038
3,38,0.11320754716981132
3,39,0.0379746835443038
3,40,0.0
3,41,0.014084507042253521
3,42,0.015748031496062992
3,43,0.029585798816568046
3,44,0.21518987341772153
3,45,0.043209876543209874
3,46,0.048484848484848485
3,47,0.0
3,48,0.0
3,49,0.0949367088607595
4,0,0.015384615384615385
4,1,0.12716763005780346
4,2,0.12345679012345678
4,3,0.02040816326530612
4,4,0.0
4,5,0.05747126436781609
4,6,0.12727272727272726
4,7,0.0
4,8,0.10476190476190476
4,9,0.007575757575757576
4,10,0.17721518987341772
4,11,0.03680981595092025
4,12,0.015037593984962405
4,13,0.08176100628930817
4,14,0.018292682926829267
4,15,0.0
