Round,Client ID,Accuracy
0,0,0.0
0,1,0.0
0,2,0.030864197530864196
0,3,0.0
0,4,0.0
0,5,0.022988505747126436
0,6,0.006060606060606061
0,7,0.0
0,8,0.009523809523809525
0,9,0.0
0,10,0.006329113924050633
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.0
0,15,0.026737967914438502
0,16,0.02702702702702703
0,17,0.007142857142857143
0,18,0.006329113924050633
0,19,0.0
0,20,0.0
0,21,0.017045454545454544
0,22,0.031446540880503145
0,23,0.0
0,24,0.0
0,25,0.0
0,26,0.005780346820809248
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.018633540372670808
0,31,0.0
0,32,0.012345679012345678
0,33,0.0
0,34,0.0
0,35,0.0
0,36,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,40,0.013157894736842105
0,41,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,0.006060606060606061
0,47,0.0
0,48,0.006024096385542169
0,49,0.0
1,0,0.015384615384615385
1,1,0.011560693641618497
1,2,0.006172839506172839
1,3,0.006802721088435374
1,4,0.006211180124223602
1,5,0.0
1,6,0.09696969696969697
1,7,0.0
1,8,0.02857142857142857
1,9,0.007575757575757576
1,10,0.0
1,11,0.0
1,12,0.03759398496240601
1,13,0.11949685534591195
1,14,0.0
1,15,0.0053475935828877
1,16,0.0
1,17,0.07142857142857142
1,18,0.02531645569620253
1,19,0.0
1,20,0.02112676056338028
1,21,0.03977272727272727
1,22,0.0
1,23,0.006329113924050633
1,24,0.015384615384615385
1,25,0.0
1,26,0.12138728323699421
1,27,0.007042253521126761
1,28,0.025157232704402517
1,29,0.0
1,30,0.10559006211180125
1,31,0.0
1,32,0.037037037037037035
1,33,0.005813953488372093
1,34,0.04430379746835443
1,35,0.0
1,36,0.0
1,37,0.0
1,38,0.012578616352201259
1,39,0.06962025316455696
1,40,0.046052631578947366
1,41,0.02112676056338028
1,42,0.08661417322834646
1,43,0.09467455621301775
1,44,0.10126582278481013
1,45,0.06172839506172839
1,46,0.24848484848484848
1,47,0.011494252873563218
1,48,0.03614457831325301
1,49,0.006329113924050633
2,0,0.023076923076923078
2,1,0.005780346820809248
2,2,0.037037037037037035
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.030303030303030304
2,7,0.00546448087431694
2,8,0.0
2,9,0.022727272727272728
2,10,0.0
2,11,0.012269938650306749
2,12,0.0
2,13,0.012578616352201259
2,14,0.0
2,15,0.0106951871657754
2,16,0.013513513513513514
2,17,0.04285714285714286
2,18,0.0
2,19,0.0
2,20,0.028169014084507043
2,21,0.011363636363636364
2,22,0.006289308176100629
2,23,0.06329113924050633
2,24,0.023076923076923078
2,25,0.0
2,26,0.011560693641618497
2,27,0.014084507042253521
2,28,0.07547169811320754
2,29,0.05063291139240506
2,30,0.0
2,31,0.0
2,32,0.05555555555555555
2,33,0.005813953488372093
2,34,0.012658227848101266
2,35,0.006211180124223602
2,36,0.00510204081632653
2,37,0.012658227848101266
2,38,0.07547169811320754
2,39,0.06962025316455696
2,40,0.0
2,41,0.007042253521126761
2,42,0.007874015748031496
2,43,0.07100591715976332
2,44,0.02531645569620253
2,45,0.04938271604938271
2,46,0.13333333333333333
2,47,0.017241379310344827
2,48,0.024096385542168676
2,49,0.006329113924050633
3,0,0.0
3,1,0.11560693641618497
3,2,0.05555555555555555
3,3,0.0
3,4,0.0
3,5,0.10344827586206896
3,6,0.024242424242424242
3,7,0.04918032786885246
3,8,0.01904761904761905
3,9,0.022727272727272728
3,10,0.0
3,11,0.006134969325153374
3,12,0.007518796992481203
3,13,0.006289308176100629
3,14,0.0
3,15,0.053475935828877004
3,16,0.0
3,17,0.02142857142857143
3,18,0.012658227848101266
3,19,0.06578947368421052
3,20,0.014084507042253521
3,21,0.0
3,22,0.0
3,23,0.012658227848101266
3,24,0.046153846153846156
3,25,0.05555555555555555
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0189873417721519
3,30,0.012422360248447204
3,31,0.0
3,32,0.006172839506172839
3,33,0.0
3,34,0.012658227848101266
3,35,0.031055900621118012
3,36,0.01020408163265306
3,37,0.006329113924050633
3,38,0.06289308176100629
3,39,0.03164556962025317
3,40,0.013157894736842105
3,41,0.028169014084507043
3,42,0.0
3,43,0.023668639053254437
3,44,0.0379746835443038
3,45,0.037037037037037035
3,46,0.0
3,47,0.005747126436781609
3,48,0.0
3,49,0.10759493670886076
4,0,0.015384615384615385
4,1,0.12716763005780346
4,2,0.006172839506172839
4,3,0.0
4,4,0.0
4,5,0.0
4,6,0.012121212121212121
4,7,0.14207650273224043
4,8,0.009523809523809525
4,9,0.015151515151515152
4,10,0.0
4,11,0.0
4,12,0.007518796992481203
4,13,0.11320754716981132
4,14,0.006097560975609756
4,15,0.0
4,16,0.02702702702702703
4,17,0.014285714285714285
4,18,0.012658227848101266
4,19,0.02631578947368421
4,20,0.08450704225352113
4,21,0.022727272727272728
4,22,0.006289308176100629
4,23,0.0189873417721519
4,24,0.046153846153846156
4,25,0.03333333333333333
4,26,0.005780346820809248
4,27,0.014084507042253521
4,28,0.0
4,29,0.006329113924050633
4,30,0.006211180124223602
4,31,0.0
4,32,0.024691358024691357
4,33,0.011627906976744186
4,34,0.02531645569620253
4,35,0.07453416149068323
4,36,0.00510204081632653
4,37,0.006329113924050633
4,38,0.0
4,39,0.0
4,40,0.08552631578947369
4,41,0.014084507042253521
4,42,0.0
4,43,0.05325443786982249
4,44,0.006329113924050633
4,45,0.006172839506172839
4,46,0.024242424242424242
4,47,0.034482758620689655
4,48,0.006024096385542169
4,49,0.04430379746835443
5,0,0.03076923076923077
5,1,0.028901734104046242
5,2,0.018518518518518517
5,3,0.0
5,4,0.0
5,5,0.005747126436781609
5,6,0.09090909090909091
5,7,0.15846994535519127
5,8,0.009523809523809525
5,9,0.015151515151515152
5,10,0.006329113924050633
5,11,0.012269938650306749
5,12,0.015037593984962405
5,13,0.08176100628930817
5,14,0.1402439024390244
5,15,0.0106951871657754
5,16,0.013513513513513514
5,17,0.02142857142857143
5,18,0.006329113924050633
5,19,0.0
5,20,0.04929577464788732
5,21,0.011363636363636364
5,22,0.031446540880503145
5,23,0.0189873417721519
5,24,0.038461538461538464
5,25,0.022222222222222223
5,26,0.06358381502890173
5,27,0.035211267605633804
5,28,0.0
5,29,0.012658227848101266
5,30,0.006211180124223602
5,31,0.0
5,32,0.037037037037037035
5,33,0.040697674418604654
5,34,0.02531645569620253
5,35,0.2546583850931677
5,36,0.02040816326530612
5,37,0.0
5,38,0.08176100628930817
5,39,0.03164556962025317
5,40,0.09210526315789473
5,41,0.035211267605633804
5,42,0.0
5,43,0.005917159763313609
5,44,0.0189873417721519
5,45,0.08641975308641975
5,46,0.0
5,47,0.040229885057471264
5,48,0.012048192771084338
5,49,0.11392405063291139
6,0,0.007692307692307693
6,1,0.011560693641618497
6,2,0.018518518518518517
6,3,0.034013605442176874
6,4,0.12422360248447205
6,5,0.005747126436781609
6,6,0.07272727272727272
6,7,0.14754098360655737
6,8,0.009523809523809525
6,9,0.015151515151515152
6,10,0.006329113924050633
6,11,0.03067484662576687
6,12,0.16541353383458646
6,13,0.03773584905660377
6,14,0.0975609756097561
6,15,0.0213903743315508
6,16,0.02702702702702703
6,17,0.0
6,18,0.02531645569620253
6,19,0.039473684210526314
6,20,0.007042253521126761
6,21,0.022727272727272728
6,22,0.22641509433962265
6,23,0.06962025316455696
6,24,0.007692307692307693
6,25,0.05
6,26,0.10404624277456648
6,27,0.028169014084507043
6,28,0.1320754716981132
6,29,0.012658227848101266
6,30,0.031055900621118012
